EventId,EventTemplate,Occurrences
1dc30561,<*> Merchant response paymentid <*> <*> <*> <*> <*> <*> <*> <*> &udf2 &udf3 &udf4 &udf5 <*> <*>,107
d92068b9,<*> Whether current action is not capture && credit && current payment instrument is not equal to original payment instrument ?,2
3f57061d,"Track ID PAY559J01802D Payment ID 700201800801807272 PAREQ MESSAGE <?xml version ""1.0"" encoding ""UTF-8""?><ThreeDSecure><Message id ""VEREQ201800801807282""><PAReq><version>1.0.2</version><Merchant><acqBIN>550372</acqBIN><merID>1251539</merID><name>JUST DIAL COM </name><country>356</country><url>http //www.justdial.com/</url></Merchant><Purchase><xid>Xadi+m4dCcelXsyC0BtKzMxib6k </xid><date>20180108 02 56 57</date><amount>Rs900.00</amount><purchAmount>90000</purchAmount><currency>356</currency><exponent>2</exponent></Purchase><CH><acctID>022138162850004772868658</acctID><expiry>2202</expiry></CH></PAReq></Message></ThreeDSecure>",1
255b5c35,"Track ID <*> Payment ID <*> PAREQ MESSAGE <?xml version ""1.0"" encoding ""UTF-8""?><ThreeDSecure><Message id <*> DIAL COM </name><country>356</country><url>http <*> </xid><date>20180108 <*> <*> <*> <*> <*>",14
f7493980,"Track ID <*> Payment ID <*> PAREQ MESSAGE <?xml version ""1.0"" encoding ""UTF-8""?><ThreeDSecure><Message id <*> TRAVEL AND TOURS I P</name><country>356</country><url>http <*> </xid><date>20180108 <*> <*> <*> <*>",90
5ccf5292,"Track ID <*> Payment ID <*> PAREQ MESSAGE <?xml version ""1.0"" encoding ""UTF-8""?><ThreeDSecure><Message id <*> TRAVEL AND TOURS I P</name><country>356</country><url>http <*> </xid><date>20180108 <*> <*> <*> <*> <*>",18
2c39dfa5,"Track ID <*> Payment ID <*> Parsing PARES. <ThreeDSecure><Message id <*> id <*> </xid><date>20180108 <*> <*> <*> <*> <*> <*> <*> xmlns ""http <*> <*> ""http <*> Algorithm ""http <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>",31
8ea269c0,"Track ID <*> Payment ID <*> PARES from ACS. <ThreeDSecure><Message id <*> id <*> </xid><date>20180108 <*> <*> <*> <*> <*> <*> </cavv><eci>02</eci><cavvAlgorithm>3</cavvAlgorithm></TX></PARes><Signature xmlns ""http //www.w3.org/2000/09/xmldsig#""><SignedInfo xmlns ""http //www.w3.org/2000/09/xmldsig#""><CanonicalizationMethod Algorithm ""http //www.w3.org/TR/2001/REC-xml-c14n-20010315""></CanonicalizationMethod><SignatureMethod Algorithm ""http //www.w3.org/2000/09/xmldsig#rsa-sha1""></SignatureMethod><Reference URI <*> Algorithm ""http <*> <*> <*> </X509Certificate><X509Certificate>MIIEgDCCA2igAwIBAgIQQ3EBfDozHhKp3pmzcHr6ZzANBgkqhkiG9w0BAQUFADCBgDELMAkGA1UEBhMCVVMxHTAbBgNVBAoTFE1hc3RlckNhcmQgV29ybGR3aWRlMS4wLAYDVQQLEyVNYXN0ZXJDYXJkIFdvcmxkd2lkZSBTZWN1cmVDb2RlIEdlbiAyMSIwIAYDVQQDExlQUkQgTUMgU2VjdXJlQ29kZSBSb290IENBMB4XDTEyMDYyMjA5MjIxNFoXDTI1MDYyMTA5MjIxNVowgYYxCzAJBgNVBAYTAlVTMR0wGwYDVQQKExRNYXN0ZXJDYXJkIFdvcmxkd2lkZTEuMCwGA1UECxMlTWFzdGVyQ2FyZCBXb3JsZHdpZGUgU2VjdXJlQ29kZSBHZW4gMjEoMCYGA1UEAxMfUFJEIE1DIFNlY3VyZUNvZGUgSXNzdWVyIFN1YiBDQTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBANaeBgfjTKIFls7ueMTzI2nYwAbocHwkQqd8BsIyJbZdk21E+vyq9EhX1NIoiAhP7fl+y/hosX66drjfrbyspZLalrVG6gYbdB2j2Sr8zBRQnMZKKluDwYv/266nnRBeyGYW3FwyVu8L1ACYQc04ACke+07NI/AZ8OXQSoeboEEGUO520/76o1cER5Ok9HRi0jJD8E64j8dEt36Mcg0JaKQiDjShlyTw4ABYyzZ1Vxl0/iDrfwboxNEOOooC0rcGNnCpISXMWn2NmZH1QxiFt2jIZ8QzF3/z+M3iYradh9uZauleNqJ9LPKr/aFFDbe0Bv0PLbvXOnFpwOxvJODWUj8CAwEAAaOB7TCB6jAPBgNVHRMECDAGAQH/AgEAMA4GA1UdDwEB/wQEAwIBBjAdBgNVHQ4EFgQUwTArnR3hR1+Ij1uxMtqoPBm2j7swgacGA1UdIwSBnzCBnKGBhqSBgzCBgDELMAkGA1UEBhMCVVMxHTAbBgNVBAoTFE1hc3RlckNhcmQgV29ybGR3aWRlMS4wLAYDVQQLEyVNYXN0ZXJDYXJkIFdvcmxkd2lkZSBTZWN1cmVDb2RlIEdlbiAyMSIwIAYDVQQDExlQUkQgTUMgU2VjdXJlQ29kZSBSb290IENBghEA7qGSrpcB0q8DkgwCPcT3kzANBgkqhkiG9w0BAQUFAAOCAQEA3lJuYVdiy11ELUfBfLuib4gPTbkDdVLBEKosx0yUDczeXoTUOjBEc90f5KRjbpe4pilOGAQnPNUGpi3ZClS+0ysTBp6RdYz1efNLSuaTJtpJpoCOk1/nw6W+nJEWyDXUcC/yVqstZidcOG6AMfKU4EC5zBNELZCGf1ynM2l+gwvkcDUv4Y2et/n/NqIKBzywGSOktojTma0kHbkAe6pj6i65TpwEgEpywVl50oMmNKvXDNMznrAG6S9us+OHDjonOlmmyWmQxXdU1MzwdKzPjHfwl+Z6kByDXruHjEcNsx7P2rUTm/Bt3SWW1K48VfNNhVa/WctTZGJCrV3Zjl6A9g </X509Certificate><X509Certificate>MIIDzzCCAregAwIBAgIRAO6hkq6XAdKvA5IMAj3E95MwDQYJKoZIhvcNAQEFBQAwgYAxCzAJBgNVBAYTAlVTMR0wGwYDVQQKExRNYXN0ZXJDYXJkIFdvcmxkd2lkZTEuMCwGA1UECxMlTWFzdGVyQ2FyZCBXb3JsZHdpZGUgU2VjdXJlQ29kZSBHZW4gMjEiMCAGA1UEAxMZUFJEIE1DIFNlY3VyZUNvZGUgUm9vdCBDQTAeFw0xMjA2MjIwOTA4MzBaFw0yNTA2MjIwOTA4MzFaMIGAMQswCQYDVQQGEwJVUzEdMBsGA1UEChMUTWFzdGVyQ2FyZCBXb3JsZHdpZGUxLjAsBgNVBAsTJU1hc3RlckNhcmQgV29ybGR3aWRlIFNlY3VyZUNvZGUgR2VuIDIxIjAgBgNVBAMTGVBSRCBNQyBTZWN1cmVDb2RlIFJvb3QgQ0EwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDptCms6aI22T9ST60k487SZP06TKbUBpom7Z1Bo8cQQAE/tM5UOt3THMdrhT+2aIkj9T0pA35IyNMCNGDt+ejhy7tHdw1r6eDX/KXYHb4FlemY03DwRrkQSH/L+ZueS5dCfLM3m2azxBXtrVXDdNebfht8tcWRLK2Ou6vjDzdIzunuWRZ6kRDQ6oc1LSVO2BxiFO0TKowJP/M7qWRT/Jsmb6TGg0vmmQG9QEpmVmOZIexVxuYy3rn7gEbV1tv3k4aG0USMp2Xq/Xe4qe+Ir7sFqR56G4yKezSVLUzQaIB/deeCk9WU2T0XmicAEYDBQoecoS61R4nj5ODmzwmGyxrlAgMBAAGjQjBAMA8GA1UdEwQIMAYBAf8CAQEwDgYDVR0PAQH/BAQDAgEGMB0GA1UdDgQWBBQqFTcxVDO/uxI1hpFF3VSSTFMGujANBgkqhkiG9w0BAQUFAAOCAQEAhDOQ5zUX2wByVv0Cqka3ebnm/6xRzQQbWelzneDUNVdctn1nhJt2PK1uGV7RBGAGukgdAubwwnBhD2FdbhBHTVbpLPYxBbdMAyeC8ezaXGirXOAAv0YbGhPl1MUFiDmqSliavBFUs4cEuBIas4BUoZ5Fz042dDSAWffbdf3l4zrU5Lzol93yXxxIjqgIsT3QI+sRM3gg/Gdwo80DUQ2fRffsGdAUH2C/8L8/wH+E9HspjMDkXlZohPII0xtKhdIPWzbOB6DOULl2PkdGHmJc4VXxfOwE2NJAQxmoaPRDYGgOFVvkzYtyxVkxXeXAPNt8URR3jfWvYrBGH2D5A44Atg </X509Certificate></X509Data></KeyInfo></Signature></Message></ThreeDSecure>",57
b692673d,"Track ID <*> Payment ID <*> Parsing PARES. <?xml version ""1.0"" encoding ""UTF-8""?><ThreeDSecure><Message id <*> id <*> </xid><date>20180108 <*> <*> <*> <*> <*> <*> </cavv><eci>05</eci><cavvAlgorithm>2</cavvAlgorithm></TX></PARes><Signature xmlns ""http //www.w3.org/2000/09/xmldsig#""><SignedInfo xmlns ""http //www.w3.org/2000/09/xmldsig#""><CanonicalizationMethod Algorithm ""http //www.w3.org/TR/2001/REC-xml-c14n-20010315""></CanonicalizationMethod><SignatureMethod Algorithm ""http //www.w3.org/2000/09/xmldsig#rsa-sha1""></SignatureMethod><Reference URI <*> Algorithm ""http <*> <*> </SignatureValue><KeyInfo><X509Data><X509IssuerSerial><X509IssuerName>CN Visa eCommerce Issuing CA OU Visa International Service Association O VISA C US</X509IssuerName><X509SerialNumber>318341304033040638265001192073466084691</X509SerialNumber></X509IssuerSerial><X509SubjectName>CN HSBC_INM OU Data Security Department Key 2016 O The Hongkong and Shanghai Banking Corporation Limited C CN ST Maharashtra L Mumbai</X509SubjectName><X509Certificate>MIIFgzCCBGugAwIBAgIRAO9+ThRMxCywWMlcoWTB/VMwDQYJKoZIhvcNAQELBQAwcTELMAkGA1UEBhMCVVMxDTALBgNVBAoTBFZJU0ExLzAtBgNVBAsTJlZpc2EgSW50ZXJuYXRpb25hbCBTZXJ2aWNlIEFzc29jaWF0aW9uMSIwIAYDVQQDExlWaXNhIGVDb21tZXJjZSBJc3N1aW5nIENBMB4XDTE2MTIwMjE0NDA1NFoXDTE4MTIwMjE0NDA1NFowgbMxDzANBgNVBAcTBk11bWJhaTEUMBIGA1UECBMLTWFoYXJhc2h0cmExCzAJBgNVBAYTAkNOMT4wPAYDVQQKEzVUaGUgSG9uZ2tvbmcgYW5kIFNoYW5naGFpIEJhbmtpbmcgQ29ycG9yYXRpb24gTGltaXRlZDEqMCgGA1UECxMhRGF0YSBTZWN1cml0eSBEZXBhcnRtZW50IEtleSAyMDE2MREwDwYDVQQDEwhIU0JDX0lOTTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBAKK8DzDuH8Xm+mwxUSPJfMfTfywJAD/2qlJZM8e6WwRtMMo0PVWG55Y6754c34QkapNu9iFu6aC6MCJ3UeQnwVYcppGPq7WLMfJ9uDpKBCNE9yIKkZEFen90SVtk8dNor4OURk+kdBJDqBoDthJMMKWmUHOB+HbGQ/T4kNxA7H5QBVnqfrjtPhKVBHo0YOGo/Aa620srYTNrqq0Oth5RCHR6pF+W4fekybYmflmjmMZ4g8CchWf2xwq/lbsblAIqxZPl643/H9X5lAbKYlcHwuUua5mLMNs/mbwqmj0xacUnwo+1n8yUo2AabU7PZklnnPvRs510n3Y4JcFZrByIRE0CAwEAAaOCAdEwggHNMGUGCCsGAQUFBwEBBFkwVzAlBggrBgEFBQcwAYYZaHR0cDovL29jc3AudmlzYS5jb20vb2NzcDAuBggrBgEFBQcwAoYiaHR0cDovL2Vucm9sbC52aXNhY2EuY29tL2Vjb21tLmNlcjAfBgNVHSMEGDAWgBTfwypVLi9COnpAnZKg90d514+HijAMBgNVHRMBAf8EAjAAMIHKBgNVHR8EgcIwgb8wKKAmoCSGImh0dHA6Ly9FbnJvbGwudmlzYWNhLmNvbS9lQ29tbS5jcmwwgZKggY+ggYyGgYlsZGFwOi8vRW5yb2xsLnZpc2FjYS5jb206Mzg5L2NuPVZpc2EgZUNvbW1lcmNlIElzc3VpbmcgQ0EsYz1VUyxvdT1WaXNhIEludGVybmF0aW9uYWwgU2VydmljZSBBc3NvY2lhdGlvbixvPVZJU0E/Y2VydGlmaWNhdGVSZXZvY2F0aW9uTGlzdDAOBgNVHQ8BAf8EBAMCB4AwHQYDVR0OBBYEFFkoPeh/RWJMfipvyrGHXyU/md9JMDkGA1UdIAQyMDAwLgYFZ4EDAQEwJTAjBggrBgEFBQcCARYXaHR0cDovL3d3dy52aXNhLmNvbS9wa2kwDQYJKoZIhvcNAQELBQADggEBABEYvvqPWTV0cIYx0R8K8sH4fbuCxplTXljmC3OKpr6iVYBb9l6LwLlBhfO0qjx2Q6x9Fk3Lk7767epa89MCNO+NR0iHYlwjWwOAApDNiBXVfrb9ZVsd/h8PQAF2n3xG/OTkRE4R7nQ+gw6SetnICY3gi3JamhuUgDKI7lh12jZvL9Un2MKdgQdwoB/kVMOJROECAlcenDLg2N/Vm5Ms4toD18J9cL4eGNNwU3xSQ4fxcB8shw2sN/lvTDZqvYWhZEXSvW2J0qzF70Dn16uLdmP/3qa1qDOKOOQ8+K/p1HyfqsJ0zB7J6ahi4F7pff5giTCQgScSGFPST5o3ldFHdFA </X509Certificate><X509Certificate>MIIFGzCCBAOgAwIBAgIRANh0YTBB/DxEoLzGXWw28RAwDQYJKoZIhvcNAQELBQAwazELMAkGA1UEBhMCVVMxDTALBgNVBAoTBFZJU0ExLzAtBgNVBAsTJlZpc2EgSW50ZXJuYXRpb25hbCBTZXJ2aWNlIEFzc29jaWF0aW9uMRwwGgYDVQQDExNWaXNhIGVDb21tZXJjZSBSb290MB4XDTE1MDYyNDE1MjcwNloXDTIyMDYyMjAwMTYwN1owcTELMAkGA1UEBhMCVVMxDTALBgNVBAoTBFZJU0ExLzAtBgNVBAsTJlZpc2EgSW50ZXJuYXRpb25hbCBTZXJ2aWNlIEFzc29jaWF0aW9uMSIwIAYDVQQDExlWaXNhIGVDb21tZXJjZSBJc3N1aW5nIENBMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEArkmC50Q+GkmQyZ29kKxp1d+nJ43JwXhGZ7aFF1PiM5SlCESQ22qV/lBA3wHYYP8i17/GQQYNBiF3u4r6juXIHFwjwvKyFMF6kmBYXvcQa8Pd75FC1n3ffIrhEj+ldbmxidzK0hPfYyXEZqDpHhkunmvD7qz1BEWKE7NUYVFREfopViflKiVZcYrHi7CJAeBNY7dygvmIMnHUeH4NtDS5qf/n9DQQffVyn5hJWi5PeB87nTlty8zdji2tj7nA2+Y3PLKRJU3y1IbchqGlnXqxaaKfkTLNsiZq9PTwKaryH+um3tXf5u4mulzRGOWh2U+Uk4LntmMFCb/LqJkWnUVe+wIDAQABo4IBsjCCAa4wHwYDVR0jBBgwFoAUFTiDDz8sP3AzHs1G/geMIODXw7cwEgYDVR0TAQH/BAgwBgEB/wIBADA5BgNVHSAEMjAwMC4GBWeBAwEBMCUwIwYIKwYBBQUHAgEWF2h0dHA6Ly93d3cudmlzYS5jb20vcGtpMIIBCwYDVR0fBIIBAjCB/zA2oDSgMoYwaHR0cDovL0Vucm9sbC52aXNhY2EuY29tL1Zpc2FDQWVDb21tZXJjZVJvb3QuY3JsMDygOqA4hjZodHRwOi8vd3d3LmludGwudmlzYWNhLmNvbS9jcmwvVmlzYUNBZUNvbW1lcmNlUm9vdC5jcmwwgYaggYOggYCGfmxkYXA6Ly9FbnJvbGwudmlzYWNhLmNvbTozODkvY249VmlzYSBlQ29tbWVyY2UgUm9vdCxvPVZJU0Esb3U9VmlzYSBJbnRlcm5hdGlvbmFsIFNlcnZpY2UgQXNzb2NpYXRpb24/Y2VydGlmaWNhdGVSZXZvY2F0aW9uTGlzdDAOBgNVHQ8BAf8EBAMCAQYwHQYDVR0OBBYEFN/DKlUuL0I6ekCdkqD3R3nXj4eKMA0GCSqGSIb3DQEBCwUAA4IBAQB9Y+F99thHAOhxZoQcT9CbConVCtbm3hWlf2nBJnuaQeoftdOKWtj0YOTj7PUaKOWfwcbZSHB63rMmLiVm7ZqIVndWxvBBRL1TcgbwagDnLgArQMKHnY2uGQfPjEMAkAnnWeYJfd+cRJVo6K3R4BbQGzFSHa2i2ar6/oXzINyaxAXdoG04Cz2P0Pm613hMCpjFyYilS/425he1Tk/vHsTnFwFlk9yY2L8VhBa6j40faaFu/6fin78Kopk96gHdAIN1tbA12NNmr7bQ1pUs0nKHhzQGoRXguYd7UYO9i2sNVC1C5A3F8dopwsv2QK2+33q05O2/4DgnF4m5us6RV94D</X509Certificate><X509Certificate>MIIDojCCAoqgAwIBAgIQE4Y1TR0/BvLB+WUF1ZAcYjANBgkqhkiG9w0BAQUFADBrMQswCQYDVQQGEwJVUzENMAsGA1UEChMEVklTQTEvMC0GA1UECxMmVmlzYSBJbnRlcm5hdGlvbmFsIFNlcnZpY2UgQXNzb2NpYXRpb24xHDAaBgNVBAMTE1Zpc2EgZUNvbW1lcmNlIFJvb3QwHhcNMDIwNjI2MDIxODM2WhcNMjIwNjI0MDAxNjEyWjBrMQswCQYDVQQGEwJVUzENMAsGA1UEChMEVklTQTEvMC0GA1UECxMmVmlzYSBJbnRlcm5hdGlvbmFsIFNlcnZpY2UgQXNzb2NpYXRpb24xHDAaBgNVBAMTE1Zpc2EgZUNvbW1lcmNlIFJvb3QwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQCvV95WHm6h2mCxlCfLF9sHP4CFT8icttD0b0/Pmdjh28JIXDqsOTPHH2qLJj0rNfVIsZHBAk4ElpF7sDPwsRROEW+1QK8bRaVK7362rPKgH1g/EkZgPI2h4H3PVz4zHvtH8aoVlwdVZqW1LS7YgFmypw23RuwhY/81q6UCzyr0TP579ZRdhE2o8mCP2w4lPJ9zcc+U30rq299yOIzzlr3xF7zSujtFWsan9sYXiwGd/BmoKoMWuDpI/k4+oKsGGelT84ATB+0tvz8KPFUgOSwsAGl0lUq8ILKpeeUYiZGo3BxN77t+Nwtd/jmliFKMAGzsGHxBvfaLdXe6YJ2E5/4tAgMBAAGjQjBAMA8GA1UdEwEB/wQFMAMBAf8wDgYDVR0PAQH/BAQDAgEGMB0GA1UdDgQWBBQVOIMPPyw/cDMezUb+B4wg4NfDtzANBgkqhkiG9w0BAQUFAAOCAQEAX/FBfXxcCLkr4NWSR/pnXKUTwwMhmytMiUbPWU3J/qVAtmPN3XEolWcRzCSs00Rsca4BIGsDoo8Ytyk6feUWYFN4PMCvFYP3j1IzJL1kk5fui/fbGKhtcbP3LBfQdCVp9/5rPJS+TUtBjE7ic9DjkCJzQ83z7+pzzkWKsKZJ/0x9nXGIxHYdkFsd7v3M9+79YKWxehZx0RbQfBI8bGmX265fOZpwLwU8GUYEmSA20GBuYQa7FkKMcPcw++DbZqMAAb3mLNqRX6BGi01qnD093QVG/na/oAo85ADmJ7f/hC3euiInlhBx6yLt398znM/jra6O1I7mT1GvFpLgXPYHDw </X509Certificate></X509Data></KeyInfo></Signature></Message></ThreeDSecure>",2
